Réponse (French),(A),(AD),(H),(HD),A,ABS,AD,ALIM,ANAT,ARCH,ART,BOT,ELEM,FRAG,GÉO,H,HD,MQ,NAT,OBJ,PAYS,RADIO,SC,SCÈNE,SEX,SG,VÊT
": Puis pour le coup, si on
 occulte un peu l’espèce d’ours qui
 saute, en fait, ça fait vachement
 île. Ça me fait penser à l’eau à
 chaque fois avec genre un soleil
 qui se lève, t’as la rosée du matin
 et t’as la zone un peu plus avec les
 îles avec le brouillard d’un côté
 (gris) et le côté soleil qui se lève
 (orange), avec des jolies fleurs et
 au milieu le delta avec un peu
 moins d’humidité et le ciel",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"humhum ; Là si on
 regarde que le blanc, pas les
 couleurs, tu vois deux personnes
 qui sont en train de discuter,
 Là faut vraiment regarder en
 négatif, quoi le blanc avec la table,
 l’environnement,
 C’est méta, tu vois ça pourrait être
 nous (rires)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"là tu as genre les yeux
 (montre), il y a quelqu’un qui a un
 masque blanchâtre, les yeux et il a
 un front avec une espèce de grosse
 calotte, ça fait une grosse tête",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
"Ça me fait même penser
 un peu au masque japonais un peu,
 les masques que portaient les
 samouraïs, je sais que ça ne
 ressemble pas à ça mais ça me fait
 penser à ça pour effrayer
 typiquement. Mais il a un peu l’air con car je
 sais pas, le choix des couleurs du
 masque sont pas très effrayantes,
 rose, bleu clair comme ça c’est
 très reposant et le rose je trouve
 pas ça très agressif tu vois Et sur le même principe du coup,
 une fois encore, en fait il est
 intéressant celui-là parce qu’il a
 vraiment plein de couleurs, c’est
 pas que les couleurs mais il a plein
 de ….",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Tu vois on peut encore
 retrouver le feu que j’ai évoqué
 avec la couleur qui joue
 énormément mais bon la fumée
 rose c’est un peu chelou quoi
 (orange)",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Au sens large, il y a
 tellement de têtes genre un raton
 laveur, le côté blanc avec le plus
 foncé au-dessus",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"La encore des yeux, des
 oreilles, ça me fait penser à un
 panda roux du coup la forme",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dans ce sens-là, on dirait
 une robe de mariée tu vois, t’as les
 bras, t’as un visage avec les
 cheveux, le visage est un peu mal
 foutu mais t’as les cheveux",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"Si on va plus loin, ces
 trucs là, ça peut être des ailes
 (montre le vert) et on y revient à
 mon ange",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Après ça peut me faire
 penser à tous les animaux de la
 Terre, ça me fait penser à un
 animal encore. La petite oreille, le nez, la gueule ici, un peu
 bizarroïde",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ça (rose), ça m’a fait
 penser, c’est impossible à
 expliquer. Sur les trains à vapeur,
 t’as un asservissement qui a cette
 forme là, ça, ça veut juste dire que
 j’aime bien mon boulot (rire). En
 fait ; C’est les boules de newton
 qu’on appelle ça et hum, en gros
 c’est un truc ça tourne, plus ça
 tourne vite avec le poids, plus ça
 tourne vite, plus ça s’éloigne du
 coup ça ferme la chappe qui
 relâche de la vapeur qui fait que ça
 libère plus de vapeur et comme ça
 libère plus de vapeur ça tourne
 moins vite du coup ça se
 rapproche, comme ça se
 rapproche, ça serre un peu du coup
 ça fait que ça chauffe ça monte en
 pression et ça continue comme ça.
 Mais bon c’est voilà",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"maintenant si mais ça m’a
 pris du temps… mais une vallée
 avec des arbres, une cascade un
 peu au milieu genre hum…
 Initialement ça me faisait penser à
 une vallée mais en fait avec le
 petit truc là légèrement arrondi tu
 voyais le soleil arriver derrière
 dans la vallée.
 Après j’ai vu une cascade et
 effectivement ça, ça peut faire
 penser à de l’eau qui tombe sauf
 que ça n’a rien à voir parce que ce
 n’est pas dans le bon sens mais t’as vraiment ce côté la vallée, les
 arbres, t’as genre ici ça heu…la
 montagne, par contre le soleil
 arrive par
 -là, par contre, il est
 vachement grand le soleil mais il
 n’est pas si éblouissant que ça,
 donc bon voilà",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Là je vais un peu plus loin
 en termes d’interprétation, là en
 fait j’ai l’impression qu’il y a
 quelqu’un allongé avec un lit
 remonté et quelqu’un qui est
 comme ça (s’appuie avec ses
 coudes sur la table) à côté, tu vois,
 et du coup la scène que j’interprète
 c’est que là t’as un troisième
 personnage, trois couleurs trois
 personnages
 Celui
 -là est plus proche, avec une
 grosse tête tu vois, c’est un enfant
 Là c’est un adulte (vert) , un
 adulte qui borde le mourant, et le
 gosse qui est à côté qui regarde la
 scène.
 et un autre adulte (orange), là je le
 vois comme un adulte mourant
 (orange), Ce qui est assez drôle, je pense
 que c’est le jeu des couleurs qui
 fait ça, c’est peut être cliché mais
 je vois un homme (vert), une
 femme (orange), et
 paradoxalement, je vois un petit
 garçon
 Je pense que c’est parce que ça me
 rappelle une scène que j’ai déjà vu
 en l’occurrence, mais les genres là
 ils sont inversés c’était ma tante
 qui bordait mon arrière-grand-père je crois, une grande tante que je
 connais à peine.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"Cette zone-là, une fois
 encore, de t’façon je crois qu’on
 voit toujours un peu la même,
 chose, mais là avec le choix des
 couleurs, on dirait vraiment une île
 et c’est pour le coup assez joli car
 les couleurs commencent à
 vraiment devenir intéressantes.
 T’as vraiment l’île avec le début
 du bout de orange et tout ça, t’as
 vraiment la mer et le ciel mais qui
 sont un peu embrumés tout ça
 vraiment très joli Voilà
 C’est marrant parce qu’ils ne
 mettent de la couleur qu’à la fin,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Ça me fait penser à une
 mouche, non à un moustique
 plutôt, genre la trompe super fine,
 avec les gros yeux",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bizarre, je vois un
 bonhomme mais en négatif, c’està-dire que t’as genre les jambes ici
 (montre le blanc), et je sais pas
 pourquoi il a ça sur les jambes,
 une brassière ou je sais pas quoi,
 tu vois, ou un soutif plutôt, et du
 coup la tête est là sauf que les
 proportion sont bizarres, et là c’est
 l’espèce de creux du cou (orange) tu vois, du coup ça fait un super
 cou balaise et il n’y a pas de bras
 Surtout que c’est assez bizarre, il y
 a une ambiance, heu je sais pas
 c’est tout à fait bizarre, mais je le
 vois en négatif c’est ça qui est
 drôle",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Ça, ça me fait penser à la
 tour Eiffel",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ça, ça me fait penser à
 genre des crabes qui se baladent
 avec une feuille",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ça, ça me fait penser à
 une fourmi qui se balade genre
 avec une feuille d’automne",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
": Ça, ça me fait penser à des
 œufs Il y a plein de trucs qui me font
 penser à de la bouffe là-dedans
 aussi",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tu vois ça, ça me fait
 penser à des crevettes En fait je sais pas, pourtant j’ai
 bien manger à midi, ça me fait
 quand même pas mal penser à de
 la nourriture",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J’arrive vraiment pas à
 voir l’ensemble, ça, ça me fait
 penser à des hippocampes tu vois,
 et du pesto (rires), vu que je suis
 parti sur le thème de la nourriture
 et du coup il y a de la continuité Elle ne m’inspire pas de trop, c’est
 dommage, c’est la plus colorée, la
 plus….",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C’est un peu capillotracté
 un peu après, mais là t’aurai un
 soleil qui se lève un peu comme
 ça, et des usines avec de la fumée
 très sombre, t’as le soleil, et là je
 sais pas quel est l’origine de ce
 truc là en bleu, mais t’as encore
 vraiment cette notion de vent avec
 le côté usine et la fumée qui est un
 peu plus je sais pas rose, je sais
 pas quoi qui est au contact de je
 sais pas quel autre truc et ça
 change de couleur.
 De toute façon tout va dans le
 même sens Voilà, en fait elle m’inspire pas
 beaucoup celle là",0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
": Là ça me fait penser à une
 chèvre (rires), et pour le coup c’est
 pas trop mal je trouve.
 Tu sais, les chèvres et les chiens
 ils ont ça aussi, en fait ils ont une
 truffe, et un espèce de truc ‘fin tu
 vois quoi, et du coup ça (orange),
 ça me fait vachement penser au
 piff d’une chèvre ou d’un … et c’est ça qui crée le trucs avec les
 yeux ici (montre blanc)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T’as un gouffre tu vois,
 t’as le bord du gouffre là, deux
 types, deux personnes qui se
 tiennent la main et qui essayent de
 genre s’aider à passer au-dessus
 du gouffre tu vois, et toi t’as la vue
 d’en dessous, t’es en contreplongée et tu vois les mecs audessus qui essayent de s’aider à
 traverser le gouffre, tu vois",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
