Unnamed: 0,Réponse (French),Answer (English),Déterminant,Contenu
14,"Ça fait un peu labyrinthe
 de Pan","It's a bit of a maze
 of Pan",FC’-,Arch / Art
15,": Puis pour le coup, si on
 occulte un peu l’espèce d’ours qui
 saute, en fait, ça fait vachement
 île. Ça me fait penser à l’eau à
 chaque fois avec genre un soleil
 qui se lève, t’as la rosée du matin
 et t’as la zone un peu plus avec les
 îles avec le brouillard d’un côté
 (gris) et le côté soleil qui se lève
 (orange), avec des jolies fleurs et
 au milieu le delta avec un peu
 moins d’humidité et le ciel",": Then, for the time being, if we
 the jumping bear, in fact, it's really
 in fact, it's a real
 island. It makes me think of water
 with, like, the sun coming up
 coming up, you've got the morning dew
 and you've got the area a bit more with the
 islands with the fog on one side
 (gray) and the rising sun side
 (orange), with pretty flowers and
 in the middle the delta with a little
 less humidity and the sky",CkobE -,"Pays /
 Elem /
 Frag / Bot"
16,"humhum ; Là si on
 regarde que le blanc, pas les
 couleurs, tu vois deux personnes
 qui sont en train de discuter,
 Là faut vraiment regarder en
 négatif, quoi le blanc avec la table,
 l’environnement,
 C’est méta, tu vois ça pourrait être
 nous (rires)","humhum; There if you
 look only at the white, not the
 colors, you see two people
 having a conversation,
 You really have to look at the
 negative, the white with the table,
 the environment,
 It's meta, you see it could be
 us (laughs)",KC’-,H / obj
17,"là tu as genre les yeux
 (montre), il y a quelqu’un qui a un
 masque blanchâtre, les yeux et il a
 un front avec une espèce de grosse
 calotte, ça fait une grosse tête","there you have like eyes
 (shows), there's someone with a whitish
 whitish mask, the eyes and he has
 forehead with a kind of large
 skullcap, it's a big head",FC’-,"H / Mq /
 vêt"
18,"Ça me fait même penser
 un peu au masque japonais un peu,
 les masques que portaient les
 samouraïs, je sais que ça ne
 ressemble pas à ça mais ça me fait
 penser à ça pour effrayer
 typiquement. Mais il a un peu l’air con car je
 sais pas, le choix des couleurs du
 masque sont pas très effrayantes,
 rose, bleu clair comme ça c’est
 très reposant et le rose je trouve
 pas ça très agressif tu vois Et sur le même principe du coup,
 une fois encore, en fait il est
 intéressant celui-là parce qu’il a
 vraiment plein de couleurs, c’est
 pas que les couleurs mais il a plein
 de ….","It even reminds me
 a bit of a Japanese mask,
 the masks worn by the
 samurai wore. I know it doesn't
 look like that, but it makes me think
 like that to scare people
 typically. But he looks a bit stupid because I don't know
 don't know, the choice of colors for the
 mask aren't very scary,
 pink, light blue like this is
 very relaxing and the pink I find
 i don't find the pink very aggressive, you know. And on the same principle then,
 once again, it's actually
 interesting because it's really
 a lot of colors, it's not
 it's not just the colors, but it's full of
 of ....",FC-,Mq
19,"Tu vois on peut encore
 retrouver le feu que j’ai évoqué
 avec la couleur qui joue
 énormément mais bon la fumée
 rose c’est un peu chelou quoi
 (orange)","You see, we can still
 the fire I mentioned
 with the color playing
 enormously, but smoke
 pink is a bit weird
 (orange)",EC,"Elem /
 Frag"
20,"Au sens large, il y a
 tellement de têtes genre un raton
 laveur, le côté blanc avec le plus
 foncé au-dessus","In the broadest sense, there are
 so many heads, like a raccoon
 the white side with the darker
 darker one on top",FC’-,Ad
21,"La encore des yeux, des
 oreilles, ça me fait penser à un
 panda roux du coup la forme","Again, eyes, ears
 ears, it reminds me of a
 panda, so the shape",FC’-,A
22,"Dans ce sens-là, on dirait
 une robe de mariée tu vois, t’as les
 bras, t’as un visage avec les
 cheveux, le visage est un peu mal
 foutu mais t’as les cheveux","In this sense, it looks like
 a wedding dress, you know, you've got the
 arms, you've got a face with
 hair, the face is a little
 but you've got the hair",CF+,Vêt / Hd
23,"Si on va plus loin, ces
 trucs là, ça peut être des ailes
 (montre le vert) et on y revient à
 mon ange","If we go further, these
 could be wings
 (points to the green) and we're back to
 my angel",FC-,(Hd)
24,"Après ça peut me faire
 penser à tous les animaux de la
 Terre, ça me fait penser à un
 animal encore. La petite oreille, le nez, la gueule ici, un peu
 bizarroïde","Then it might make me think
 all the animals on Earth
 Earth, it makes me think of one
 animal again. The little ear, the nose, the mouth here, a bit
 weird",F+,A
25,"Ça (rose), ça m’a fait
 penser, c’est impossible à
 expliquer. Sur les trains à vapeur,
 t’as un asservissement qui a cette
 forme là, ça, ça veut juste dire que
 j’aime bien mon boulot (rire). En
 fait ; C’est les boules de newton
 qu’on appelle ça et hum, en gros
 c’est un truc ça tourne, plus ça
 tourne vite avec le poids, plus ça
 tourne vite, plus ça s’éloigne du
 coup ça ferme la chappe qui
 relâche de la vapeur qui fait que ça
 libère plus de vapeur et comme ça
 libère plus de vapeur ça tourne
 moins vite du coup ça se
 rapproche, comme ça se
 rapproche, ça serre un peu du coup
 ça fait que ça chauffe ça monte en
 pression et ça continue comme ça.
 Mais bon c’est voilà","This (pink) made me think
 impossible to explain
 explain. On steam trains,
 you have a servo that looks like this
 that just means I like my job (laughs)
 i like my job (laughs). At
 actually; it's called Newton's balls
 we call them and um, basically
 it's a spinning thing, the faster it
 faster it spins with the weight, the
 faster it spins, the further away it
 so it closes the tablecloth
 releases steam, so it releases more steam
 releases more steam, and as it releases more steam
 releases more steam, it spins
 slower, so it gets
 closer, and as it
 closer together, it squeezes a little
 it heats up, the pressure rises
 pressure and so on.
 But that's it",F-,obj
26,"maintenant si mais ça m’a
 pris du temps… mais une vallée
 avec des arbres, une cascade un
 peu au milieu genre hum…
 Initialement ça me faisait penser à
 une vallée mais en fait avec le
 petit truc là légèrement arrondi tu
 voyais le soleil arriver derrière
 dans la vallée.
 Après j’ai vu une cascade et
 effectivement ça, ça peut faire
 penser à de l’eau qui tombe sauf
 que ça n’a rien à voir parce que ce
 n’est pas dans le bon sens mais t’as vraiment ce côté la vallée, les
 arbres, t’as genre ici ça heu…la
 montagne, par contre le soleil
 arrive par
 -là, par contre, il est
 vachement grand le soleil mais il
 n’est pas si éblouissant que ça,
 donc bon voilà","now I do, but it took me
 time... but a valley
 with trees, a waterfall
 a bit in the middle like um..
 Initially, it looked like a valley
 a valley but in fact with the
 slightly rounded thing there, you could see the sun
 see the sun coming up behind
 into the valley.
 Then I saw a waterfall and
 actually, that might make you think
 might make you think of falling water
 it's got nothing to do with that because it's
 is not in the right direction but you really have this side of the valley, trees
 trees, you've got like here this uh...the
 mountain, but the sun
 comes through
 -there, on the other hand, it's
 really big sun but it's not
 but it's not that dazzling,
 so there you go",F-,Pays
27,"Là je vais un peu plus loin
 en termes d’interprétation, là en
 fait j’ai l’impression qu’il y a
 quelqu’un allongé avec un lit
 remonté et quelqu’un qui est
 comme ça (s’appuie avec ses
 coudes sur la table) à côté, tu vois,
 et du coup la scène que j’interprète
 c’est que là t’as un troisième
 personnage, trois couleurs trois
 personnages
 Celui
 -là est plus proche, avec une
 grosse tête tu vois, c’est un enfant
 Là c’est un adulte (vert) , un
 adulte qui borde le mourant, et le
 gosse qui est à côté qui regarde la
 scène.
 et un autre adulte (orange), là je le
 vois comme un adulte mourant
 (orange), Ce qui est assez drôle, je pense
 que c’est le jeu des couleurs qui
 fait ça, c’est peut être cliché mais
 je vois un homme (vert), une
 femme (orange), et
 paradoxalement, je vois un petit
 garçon
 Je pense que c’est parce que ça me
 rappelle une scène que j’ai déjà vu
 en l’occurrence, mais les genres là
 ils sont inversés c’était ma tante
 qui bordait mon arrière-grand-père je crois, une grande tante que je
 connais à peine.","Here I'm going a step further
 in terms of interpretation
 i actually have the impression that there's
 someone lying on a bed
 and someone who is
 like this (leaning
 elbows on the table) next to it, you see,
 and so the scene I'm interpreting
 is that there's a third character
 character, three colors three
 characters
 This one
 -is closer, with a big head
 big head, you see, it's a child
 This one is an adult (green)
 the dying man, and the kid
 kid next to him, watching the
 the scene.
 and another adult (orange)
 i see him as a dying adult
 (orange), which is quite funny, I think
 that it's the play of colors that
 it's maybe cliché but I see a man (green)
 i see a man (green), a
 woman (orange), and
 paradoxically, I see a little
 boy
 I think it's because it reminds me of a scene
 reminds me of a scene I've seen before
 in this case, but the genders are reversed
 they're reversed it was my aunt
 my great-grandfather, a great aunt I hardly know
 barely know.",CK-,H / Obj
28,"Cette zone-là, une fois
 encore, de t’façon je crois qu’on
 voit toujours un peu la même,
 chose, mais là avec le choix des
 couleurs, on dirait vraiment une île
 et c’est pour le coup assez joli car
 les couleurs commencent à
 vraiment devenir intéressantes.
 T’as vraiment l’île avec le début
 du bout de orange et tout ça, t’as
 vraiment la mer et le ciel mais qui
 sont un peu embrumés tout ça
 vraiment très joli Voilà
 C’est marrant parce qu’ils ne
 mettent de la couleur qu’à la fin,","This area, once again
 again, in any case I think we always
 always see a bit of the same,
 thing, but here with the choice of
 colors, it really looks like an island
 and it's actually quite pretty because
 the colors are starting
 interesting.
 You've really got the island with the beginning
 of the orange tip and all that, you've got
 really the sea and the sky
 a little misty and all that
 really pretty Voilà
 It's funny because they only
 color at the end,",FCE-,Pays
29,"Ça me fait penser à une
 mouche, non à un moustique
 plutôt, genre la trompe super fine,
 avec les gros yeux","It reminds me of a
 fly, more like a mosquito
 more like a super-thin proboscis,
 with big eyes",F+/-,A
30,"Bizarre, je vois un
 bonhomme mais en négatif, c’està-dire que t’as genre les jambes ici
 (montre le blanc), et je sais pas
 pourquoi il a ça sur les jambes,
 une brassière ou je sais pas quoi,
 tu vois, ou un soutif plutôt, et du
 coup la tête est là sauf que les
 proportion sont bizarres, et là c’est
 l’espèce de creux du cou (orange) tu vois, du coup ça fait un super
 cou balaise et il n’y a pas de bras
 Surtout que c’est assez bizarre, il y
 a une ambiance, heu je sais pas
 c’est tout à fait bizarre, mais je le
 vois en négatif c’est ça qui est
 drôle","Strange, I see a
 but in negative, meaning you've got, like, your legs here
 (points to the white), and I don't know
 why he's got this on his legs,
 a bra or something,
 you know, or a bra instead, and so the
 so the head's there except the proportions are
 proportions are weird, and this is the
 the kind of hollow neck (orange) you see, so it makes a super
 neck and no arms
 Especially since it's pretty weird
 atmosphere, uh I don't know
 it's completely bizarre, but I see it
 see it in a negative light, that's what's
 funny",FC’-,(H) / vêt
31,"Ça, ça me fait penser à la
 tour Eiffel","This reminds me of the
 eiffel Tower",FC+,Arch
32,"Ça, ça me fait penser à
 genre des crabes qui se baladent
 avec une feuille","That reminds me of
 like crabs walking around
 with a leaf",kan+,A / Bot
33,"Ça, ça me fait penser à
 une fourmi qui se balade genre
 avec une feuille d’automne","That reminds me of
 an ant walking around with, like
 with an autumn leaf",kanC+,A/ Bot
34,": Ça, ça me fait penser à des
 œufs Il y a plein de trucs qui me font
 penser à de la bouffe là-dedans
 aussi","that reminds me of eggs
 eggs There are a lot of things that make me think
 me think of food in here
 also",CF-,Alim
35,"Tu vois ça, ça me fait
 penser à des crevettes En fait je sais pas, pourtant j’ai
 bien manger à midi, ça me fait
 quand même pas mal penser à de
 la nourriture","You see that, it reminds me
 reminds me of shrimps Actually, I don't know
 had a good lunch, it reminds me
 kind of reminds me of
 food",CF-,Alim
36,"J’arrive vraiment pas à
 voir l’ensemble, ça, ça me fait
 penser à des hippocampes tu vois,
 et du pesto (rires), vu que je suis
 parti sur le thème de la nourriture
 et du coup il y a de la continuité Elle ne m’inspire pas de trop, c’est
 dommage, c’est la plus colorée, la
 plus….","I really can't
 see the whole thing, it makes me think
 like seahorses, you know,
 and pesto (laughs), since I'm going for
 the theme of food
 and so there's continuity It doesn't inspire me too much, it's a pity
 it's the most colorful, the most
 plus....",FC +,A / Alim
37,"C’est un peu capillotracté
 un peu après, mais là t’aurai un
 soleil qui se lève un peu comme
 ça, et des usines avec de la fumée
 très sombre, t’as le soleil, et là je
 sais pas quel est l’origine de ce
 truc là en bleu, mais t’as encore
 vraiment cette notion de vent avec
 le côté usine et la fumée qui est un
 peu plus je sais pas rose, je sais
 pas quoi qui est au contact de je
 sais pas quel autre truc et ça
 change de couleur.
 De toute façon tout va dans le
 même sens Voilà, en fait elle m’inspire pas
 beaucoup celle là","It's a bit capillotint
 a bit afterwards, but then you'll have a
 sun rising like this, and factories
 like this, and factories with smoke
 you've got the sun, and now I don't know
 don't know what the origin of this
 blue thing, but you still have this
 the notion of wind with the factory
 the factory side and the smoke that's a little
 a little more I don't know pink, I don't know what
 that's in contact with I don't know
 i don't know what else and it
 changes color.
 Anyway, everything's going in the same direction
 the same way That's it, in fact it doesn't inspire me
 a lot of inspiration",kobE-,"Pays / arch
 / Elem /
 Frag"
38,": Là ça me fait penser à une
 chèvre (rires), et pour le coup c’est
 pas trop mal je trouve.
 Tu sais, les chèvres et les chiens
 ils ont ça aussi, en fait ils ont une
 truffe, et un espèce de truc ‘fin tu
 vois quoi, et du coup ça (orange),
 ça me fait vachement penser au
 piff d’une chèvre ou d’un … et c’est ça qui crée le trucs avec les
 yeux ici (montre blanc)",": It reminds me of a goat
 goat (laughs), and it's not too bad
 not too bad, I think.
 You know, goats and dogs
 they've got that too, in fact they've got a
 truffle, and a kind of 'fine' thing you
 you know, and then this (orange),
 reminds me a lot of the
 piff of a goat or a ... and that's what creates the trick with the
 eyes here (white watch)",FC’-,A
39,"T’as un gouffre tu vois,
 t’as le bord du gouffre là, deux
 types, deux personnes qui se
 tiennent la main et qui essayent de
 genre s’aider à passer au-dessus
 du gouffre tu vois, et toi t’as la vue
 d’en dessous, t’es en contreplongée et tu vois les mecs audessus qui essayent de s’aider à
 traverser le gouffre, tu vois","You've got a chasm, you see,
 you've got the edge of the abyss there, two
 two guys, two people holding hands
 holding hands and trying to
 like help each other over
 the chasm, you see, and you've got the view
 you're in low angle and you see the guys above trying to help each other cross the chasm
 cross the chasm, you know",KE-,"H / Nat
 /Scène"
