Réponse (French),Answer (English),Contenu,(A),(AD),(H),(HD),A,ABS,AD,ALIM,ANAT,ARCH,ART,BOT,ELEM,FRAG,GÉO,H,HD,MQ,NAT,OBJ,PAYS,RADIO,SC,SCÈNE,SEX,SG,VÊT,color_sum,threat_sum,fading_sum,form_sum,kinesthetics_sum
"Après on pourrait voir aussi un insecte, hein toujours pareil, avec toujours les formes, voilà l’extrémité avec une espèce de pinces, euh, voilà la bouche, les antennes, fin. Ouais.","Afterwards we could also see an insect, eh always the same, always with the shapes, here is the end with a kind of pincers, uh, here is the mouth, the antennae, end. Yeah.",A/Ad,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Je vois plein de choses maintenant (rires). Là deux visages, dos à dos, vraiment l’extrémité, les formes du visage. ","I see a lot of things now (laughs). There two faces, back to back, really the extremity, the shapes of the face.",Hd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"Là on pourrait voir un animal, qui serait presque immergé dans de l’eau et y’aurait son reflet avec la tête, les yeux. Je le verrai assez allongé","There we could see an animal, which would be almost immersed in water and there would be its reflection with its head and eyes. I will see him long enough",A/Elem/Ad,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
"Alors si, on peut, on pourrait imaginer deux, alors je sais pas si c’est des personnes ou des chats, j’arrive pas trop à… (rires). On va dire deux personnes face à face, en train de se regarder fin voilà euh…","So if we can, we could imagine two, so I don’t know if it’s people or cats, I can’t really… (laughs). We're going to say two people face to face, looking at each other, there you go, uh...",H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Ou alors peut-être des statues en sorte de, en personnes qui seraient posées voilà sur un socle euh. ","Or perhaps statues of a sort, in people who would be placed here on a base uh.",Obj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"On pourrait voir une entrée pareil de, de porte ou je ne sais quoi, au milieu.","We could see an entrance like a door or something, in the middle.",Arch,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Euh, pff, on pourrait voir même quatre personnes, je suis en train de voir, euh fin quatre visages, donc accrochés à, deux par deux, fin ils sont accrochés deux par deux, ouais.","Uh, pff, we could even see four people, I'm seeing, uh end four faces, so hanging on, two by two, end they are hanging two by two, yeah.",Hd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Euh alors, on pourrait voir euh…, deux animaux de chaque côté, alors après je sais pas trop quoi, mais bon à quatre pattes, des animaux à quatre pattes, après je quoi je sais pas trop quoi comme sortes d’animaux mais voilà des animaux.","Um then, we could see uh..., two animals on each side, so after that I don't really know what, but hey on four legs, four-legged animals, after that I don't really know what kind of animals but there you go animals.",A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Euh, ça pourrait être aussi un, au milieu donc euh un corps d’insecte voire peut-être un corps d’humain mais bon, faut être un peu imaginaire. Euh.","Um, it could also be one, in the middle so uh an insect body or even perhaps a human body but hey, you have to be a little imaginary. Uh.",Ad/Hd,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Voilà si avec la colonne vertébrale au-dessus, fin sur le milieu.","That's if with the spine above, end on the middle.",Anat,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Bon après ça peut être des roches, ça peut être euh., ça peut être des roches que les animaux montent dessus.","Well then it could be rocks, it could be uh., it could be rocks that the animals climb on.",Frag,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Ça peut être ou des arbres ou de la végétation, ça peut être euh… Oui.","It could be either trees or vegetation, it could be uh… Yes.",Bot,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Euh si, ça pourrait être toujours un insecte bien-sûr fin…","Um yes, it could still be a fine insect of course…",A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"On pourrait imaginer une guitare au milieu. 

Euh. 
","You could imagine a guitar in the middle.

Uh.
",Obj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"Deux visages un peu…, pas très nets, de chaque côté en vert.","Two faces a bit..., not very clear, on each side in green.",Hd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"On pourrait revoir un visage avec un petit corps, et puis de même de l’autre côté. C’est vraiment les yeux qui pourraient me faire penser…, avec le nez fin. Les nuances font ressortir des éléments du visage","We could see a face with a small body again, and then the same on the other side. It’s really the eyes that could make me think…, with the fine nose. Shades bring out facial features",Hd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"Bah, on pourrait voir euh > < ^ des sortes d’araignées on pourrait voir. >","Well, we could see uh > < ^ some kinds of spiders we could see. >",A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Deux visages qui, pareil, face à face, qui se regardent. Avec un corps allongé fin, un peu, bon voilà bien-sûr imaginaire.","Two faces, the same, face to face, looking at each other. With a thin, elongated body, a little, well that's of course imaginary.",Hd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Une euh, (soupir) un outil, une pince, fin une pince… Euh.","An uh, (sigh) a tool, a pair of pliers, a pair of pliers… Uh.",Obj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"Bah après c’est beaucoup euh fin, ouais des sortes d’araignées, araignées ou toiles d’araignées.","Well after that it's a lot uh end, yeah sort of spiders, spiders or cobwebs.",A/Ad,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Ça pourrait être aussi des feuilles, des feuilles d’arbre fin…","It could also be leaves, leaves of a fine tree...",Bot,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"On pourrait voir quatre visages là, fin deux de plus, alors là par contre qui ne se regardent pas, qui sont dos à dos.","We could see four faces there, or two more, so there on the other hand who are not looking at each other, who are back to back.",Hd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Je pourrais même dire encore plus (rires), euh, alors y’aurait quatre visages dos à dos, non même six. Et euh, quatre visages face à face qui se regardent. ^

Voilà, c’est tout bien.
","I could even say even more (laughs), uh, then there would be four faces back to back, not even six. And uh, four faces facing each other looking at each other. ^

That's it, that's all good.
",Hd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Une chauve-souris,A bat,A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Un scarabée,A beetle,A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Une tache d'encre non de sang... ouais,An ink stain not blood...yeah,Frag/Sg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
On dirait que c’est une chauve-souris qui prend son envol et un scarabée en bas,It looks like it's a bat taking flight and a beetle below,A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Un monstre avec les yeux, la bouche et qui me regarde méchamment. Comme le clown de … vous savez Ça",A monster with eyes and a mouth that looks at me evilly. Like the clown from... you know that,(H)/(Hd)/ Hbarré,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Oh ! Du sang,Oh ! Some blood,Sg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
L’os qu’on a dans le crâne,The bone we have in the skull,Hd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Des taches de sang par exemple comme si on s’était scarifié et qu’on avait écrit sur un mur avec [mime la scarification sur le bras],Blood stains for example as if you had scarified yourself and had written on a wall with [mimes the scarification on the arm],Frag/Sg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
Deux petites têtes de cochons. Oui il y a ça.,Two little pig heads. Yes there is that.,Ad,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Comme si ça c’était des empreintes de pas et ça le sang qu’on a quand on s’est scarifié et ça a un peu goutté sur les pas.,As if those were footprints and that was the blood we got when we scarified ourselves and it dripped a little on the steps.,Frag/Sg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
"Un avion de chasse qui fait penser à l’armée, la guerre d’où le sang peut être.","A fighter plane that reminds us of the army, war where blood can be.",Obj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Comme si les deux petits cochons se tapaient dans la main.,As if the two little pigs were high-fiving each other.,A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Un brouillard, des formes de monstres derrière où il y a le négatif, un brouillard qui cacherait certaines parties","A fog, shapes of monsters behind where there is the negative, a fog which would hide certain parts",Frag/(H),0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
Un papillon,A butterfly,A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Il y a toujours ces taches de sang après une … comme après une scarification, le sang coule alors qu’avant j’ai dit que le sang était mis sur le mur mais ici ça coule [mime la scarification sur le bras et le sang qui coule]","There are always these blood stains after a... like after a scarification, the blood flows whereas before I said that the blood was put on the wall but here it flows [mimes the scarification on the arm and the blood which flows]",Frag/Sg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
La papillon est comme le sternum et ça le monstre qui m’emprisonne en permanence.,The butterfly is like the sternum and that is the monster that permanently imprisons me.,Anat/(H),0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"J’ai l’impression que c’est une représentation de mon corps, le cœur autour avec une ficelle, un cœur broyé.","I feel like it’s a representation of my body, the heart around it with a string, a crushed heart.",Hd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Le monstre pour la dépression et le brouillard pour le fait que je suis perdu ou le masque pour montrer que je vais bien.,The monster for the depression and the fog for the fact that I'm lost or the mask to show that I'm okay.,(H)/Frag/Abs,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Je vois un énorme monstre. C’est la bête noire que j’ai au fond de moi avec la tête. Pour moi c’est la colère, la rage que j’ai au fond de moi. J’ai presque peur.","I see a huge monster. It’s the pet peeve that I have deep down in my head. For me it's the anger, the rage that I have deep inside me. I'm almost afraid.",(H)/(A)/(Ad),1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"C’est toute la noirceur, le vide, la noirceur que je ressens en permanence. Elle fait peur celle-là.","It’s all the darkness, the emptiness, the darkness that I feel all the time. That one is scary.",Frag,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Un monstre qui veut et qui m’engloutit. Elle fait peur celle-là.,A monster that wants and engulfs me. That one is scary.,(H),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Je dirais un papillon qui vient à peine d’être transformé entre la larve et le papillon,I would say a butterfly which has just been transformed between the larva and the butterfly,A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Je vois des ailes. Je ne sais pas sur celle-là.,I see wings. I don't know about that one.,Ad,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Des ailes d’un papillon qui vient de se transformer qui part dans la vie mais il est noir. On dirait qu’il va affronter la vie mais pas tout à fait affronter car il est tout noir et n’a pas encore ses couleurs. C’est un peu moi face au monde extérieur. Il y a ce monstre d’avant qui m’empêche de prendre mon envol.

Voilà.","Wings of a butterfly which has just transformed which leaves in life but it is black. It looks like he is going to face life but not quite face it because he is all black and does not yet have his colors. It’s a bit like me facing the outside world. There is this monster from before which prevents me from taking flight.

So.",Ad/A,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Une épée … le noir est moins intense.,A sword... black is less intense.,Obj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"Je
vois le monstre d’avant [planche IV] comme si le papillon d’avant [planche V]
comme si l’épée était plantée dans le monstre et passait par le papillon qui
représenterait mon cœur.","I
see the monster from before [plate IV] as if the butterfly from before [plate V]
as if the sword was stuck in the monster and passed through the butterfly which
would represent my heart.",(H)/A/Obj,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
J’ai l’impression que ça représente quand j’ai des crises d’angoisse …,I feel like that represents when I have anxiety attacks...,Frag,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Un couteau planté dans mon cœur. Il y a trop de noir, avant il y avait du rouge et de l’espace. Il n’y a plus d’espace, tout est noir, le cœur a été traversé par une épée.","A knife stuck in my heart. There is too much black, before there was red and space. There is no more space, everything is black, the heart has been pierced by a sword.",Obj/Anat,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Ça représente la mort puisque l’épée est en forme de croix … planter l’épée dans le cœur c’est tuer quelqu’un. C’est comme quand j’ai mes crises d’angoisse. Je pourrais l’afficher au mur et dire que c’est mes crises d’angoisse.,It represents death since the sword is in the shape of a cross... to plant the sword in the heart is to kill someone. It's like when I have my anxiety attacks. I could put it on the wall and say these are my anxiety attacks.,Abs/Obj/Symb,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
L’épée a une forme de croix mais et est vivante comme s’il avait une force supérieure qui déciderait et pas ma volonté comme si ça dépendait d’autre chose,The sword has the shape of a cross but is alive as if it had a superior force that would decide and not my will as if it depended on something else,Obj/(H)/Abs,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Hm … Je sais pas … ça m’angoisse un peu … l’image à trop de blanc et le noir n’est pas assez noir. Ça me fait penser à l’air car l’espace paraît fluide.,Hm... I don't know... it worries me a little... the image has too much white and the black is not black enough. It makes me think of air because the space seems fluid.,Elem,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"C’est la liberté qu’on respire frais le matin

Ouais franchement je ne sais pas

Elle [la planche] paraît innocente, ce gris est innocent par rapport aux autres images.

Je crois que c’est ce que cherchait, cette sensation de liberté que je n’ai pas connue. C’est ça qui me perturbe.","It’s the freedom that we breathe fresh in the morning

Yeah honestly I don't know

It [the board] seems innocent, this gray is innocent compared to the other images.

I think that’s what I was looking for, this feeling of freedom that I never knew. That's what bothers me.",Abs/Obj/Symb,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Oh beaucoup de couleurs ! Des petites marmottes sur le côté,Oh lots of colors! Little marmots on the side,A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Un crâne … os de chien. C’est coloré. Cette carte ne me comprend pas du tout. Limite ça m’angoisse car c’est ce que je n’ai jamais connu.,A skull… dog bone. It's colorful. This card doesn't understand me at all. It really scares me because it’s what I’ve never known.,Ad,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Mon corps qui se bataille et m’angoisse. Ce sont toutes les choses inaccessibles.,My body fighting and making me anxious. These are all things that are inaccessible.,Hd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"Encore de la couleur [plisse les yeux pour montrer son mécontentement ou son malaise mais sourit] Des bois de cerf
","More color [squints to show displeasure or discomfort but smiles] Deer antlers
",Ad,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Une fusée qui décolle,A rocket taking off,Obj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"L’avancée de la vie. Le rose des bébés. C’est la route de la vie et on arrive à l’orange, le côté rouge, sang de la mort","The progress of life. Baby pink. This is the road of life and we arrive at the orange, the red side, the blood of death",Abs,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
La porte ouverte vers la suite. La vie après la mort enfin le paradis ou l’enfer … selon les croyances. Elle est positive cette image. Elle ne me fait pas vibrer comme les autres où je ressentais l’image. Ça me paraît tellement loin de moi.,The open door to the suite. Life after death finally paradise or hell... depending on beliefs. This image is positive. It doesn't thrill me like the others where I felt the image. It seems so far from me.,Obj/Symb,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Et encore le papillon là. Je sais pas,And there again the butterfly. I don't know,A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Ça me fait penser aussi à la liberté, pleine de comme …","It also makes me think of freedom, full of things like...",Abs,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Vu qu’il y a plusieurs couleurs, c’est le fait d’être heureux, s’émerveiller devant chaque détail de la vie.","Since there are several colors, it is about being happy, marveling at every detail of life.",Abs,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Le rose comme si la vie est belle.,Pink as if life is beautiful.,Abs,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Le rose des marmottes comme quand les bébés naissants, ils sont un peu violacés. J’ai du mal sur cette plan [commence à dire le mot planche sans terminer le mot] … les couleurs

Je sais pas … franchement je sais pas
","The pink of marmots like when babies are born, they are a little purplish. I have difficulty on this level [starts to say the word board without finishing the word]… the colors

I don't know... honestly I don't know
",Abs/A/Henf,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Elle est belle celle-là
Un champ de fleurs
","She's beautiful that one
A field of flowers
",Bot,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Des feux d’artifice. Avec ces différentes couleurs, cela me fait penser à savourer les petits moments de la vie vous savez comme quand on dit de profiter des petits moments dans la vie.","Fireworks. With these different colors, it makes me think of savoring the little moments in life you know like when we say to enjoy the little moments in life.",Elem/Frag,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"C’est une image positive que j’arrive à accepter. Je ne suis pas choquée comme pour les autres, où il y avait comme une barrière. Celle-là m’inspire le positif, la vie avec un grand V si je puis dire, le fait d’aller mieux comme si la vie est un bouquet final avec des moments où ça pétille et des moments où ça pétille moins. J’aime bien cette image.","It’s a positive image that I can accept. I'm not shocked like the others, where there was a barrier. This inspires me with positivity, life with a capital T if I may say so, the fact of getting better as if life is a final bouquet with moments where it sparkles and moments when it sparkles less. I like this image.",Abs,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Et on pourrait dire que les lignes roses sont le parcours que je fais ici en tout cas, comme si je renaissais.","And you could say that the pink lines are the journey I'm taking here anyway, as if I'm being reborn.",Abs,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Là je vois des oiseaux.,There I see birds.,A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Le vert, des arbres, la sensation de calme en forêt


C’est apaisant je trouve [la planche]
","Green, trees, the feeling of calm in the forest


I find it calming [the board]
",Bot/Abs,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Je vois plein de choses en même temps… Des sortes de fées.
  Ca ressemble pas à grand-chose
  Des fées sur une fontaine ou qui transportent une robe
 C’est stressant un peu !
 
 
 Et comment on fait les tâches ?","I see lots of things at the same time... Kinds of fairies.
  It doesn't look like much
  Fairies on a fountain or carrying a dress
 It’s a bit stressful!
 
 
 And how do we do the tasks?",(H),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"Un chemin qui mène à un château avec des escaliers.
 J’ai de l’imagination, quand même !","A path that leads to a castle with stairs.
 I have an imagination, all the same!",Arch,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Non c’est pas des cochons… un sorte de lapin, non, des ânes, des bébés ânes.","No, it's not pigs... a kind of rabbit, no, donkeys, baby donkeys.",Aenf,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Et des mains… qui portent un verre.
 
 J’ai de l’imagination, quand même !","And hands... holding a glass.
 
 I have an imagination, all the same!",Hd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ah ! Ca fait peur !Je viens de penser à un truc bizarre. Deux femmes qui se regardent.,Ah! It's scary! I just thought of something weird. Two women looking at each other.,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Un papillon au milieu.,A butterfly in the middle.,A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Des sortes de fourmis ou d’insectes. Elles ont un bec, des madames oiseaux.
 
 C’est bizarre et stressant en même temps.","Kinds of ants or insects. They have a beak, lady birds.
 
 It's weird and stressful at the same time.",A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"*Rit* Grimace* J’arrive pas à voir. Une sorte d’alien avec une grosse veste. Oui, c’est ça. La reine des aliens.",*Laughs* Grimace* I can’t see. A kind of alien with a big jacket. Yes that's it. The queen of the aliens.,(H),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Un sorte d’insecte qui vole. Oui, un papillon. Non, pas vraiment, une créature qui peut voler.","A kind of insect that flies. Yes, a butterfly. No, not really, a creature that can fly.",A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Un insecte qui sort d’un trou, une sorte de créature marine qui sort d’un trou…","An insect coming out of a hole, a kind of sea creature coming out of a hole...",A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
qui sort de la bouche d’un gros animal.,that comes out of the mouth of a large animal.,A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"J’arrive pas à voir, on dirait un sorte de grand truc, de portail. On passe dessous…","I can't see, it looks like some sort of big thing, a portal. We go underneath…",Arch,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
qui tient avec des lions en robe.,which hangs with lions in robes.,A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Waouh c’est coloré ! C’est le reflet d’un animal sur l’eau, qui est en train de marcher.","Wow, it’s colorful! It is the reflection of an animal on the water, which is walking.",A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"Y a une explosion, on voit l’explosion sortir du trou, une explosion de couleurs. Pfiou ! Du rose. Ca c’est le volcan, ce qu’il y a à l’intérieur, et ça l’explosion.","There is an explosion, we see the explosion coming out of the hole, an explosion of colors. Phew! Pink. That’s the volcano, what’s inside, and that’s the explosion.",Geo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"J’arrive pas à voir ce que c’est. On dirait… pas des pélicans, les trucs roses de mer. Heu… je sais plus comment ça s’appelle. Un animal de mer avec une tête de singe qui souffle dans un coquillage pour faire du bruit.","I can't see what it is. They look like... not pelicans, the pink sea things. Um... I don't know what they're called. A sea animal with a monkey head that blows into a shell to make noise.",A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Et des petites souris plus loin.,And little mice further on.,A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Un insecte avec deux grandes ailes, petites mandibules. C'est dur de voir autre chose, quand on a déjà vu quelque chose.","An insect with two large wings, small mandibles. It's hard to see something else when you've already seen something.",A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
